09/30/2018 14:24:02,2429FE0453653A85,1,1,1,2.0,99386,18.94,44.773,19.055
09/30/2018 14:24:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:24:55,2429FE0453653A85,1,1,1,2.0,99381,18.96,44.804,19.077
09/30/2018 14:25:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:25:48,2429FE0453653A85,1,1,1,2.0,99381,18.93,44.842,19.023
09/30/2018 14:26:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:26:41,2429FE0453653A85,1,1,1,2.0,99378,18.91,44.910,19.045
09/30/2018 14:27:35,2429FE0453653A85,1,1,1,2.0,99381,18.92,44.918,19.034
09/30/2018 14:27:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:28:28,2429FE0453653A85,1,1,1,2.0,99378,18.91,44.956,19.055
09/30/2018 14:28:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:29:21,2429FE0453653A85,1,1,1,2.0,99376,18.95,44.865,19.109
09/30/2018 14:29:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:30:14,2429FE0453653A85,1,1,1,2.0,99376,19.01,44.811,19.130
09/30/2018 14:30:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:31:07,2429FE0453653A85,1,1,1,2.0,99377,19.04,44.781,19.141
09/30/2018 14:31:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:32:00,2429FE0453653A85,1,1,1,2.0,99366,19.04,44.727,19.195
09/30/2018 14:32:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:32:53,2429FE0453653A85,1,1,1,2.0,99366,19.07,44.666,19.195
09/30/2018 14:33:46,2429FE0453653A85,1,1,1,2.0,99366,19.09,43.369,20.332
09/30/2018 14:34:40,2429FE0453653A85,1,1,1,2.0,99361,20.22,42.713,20.042
09/30/2018 14:34:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:35:33,2429FE0453653A85,1,1,1,2.0,99366,19.94,42.957,19.838
09/30/2018 14:35:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:36:26,2429FE0453653A85,1,1,1,2.0,99371,19.73,43.339,19.688
09/30/2018 14:36:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:37:19,2429FE0453653A85,1,1,1,2.0,99369,19.58,43.537,19.634
09/30/2018 14:37:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:38:12,2429FE0453653A85,1,1,1,2.0,99371,19.50,43.621,19.591
09/30/2018 14:38:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:39:05,2429FE0453653A85,1,1,1,2.0,99368,19.44,43.842,19.495
09/30/2018 14:39:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:39:58,2429FE0453653A85,1,1,1,2.0,99362,19.40,44.003,19.452
09/30/2018 14:40:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:40:51,2429FE0453653A85,1,1,1,2.0,99364,19.33,44.170,19.377
09/30/2018 14:41:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:41:45,2429FE0453653A85,1,1,1,2.0,99357,19.25,44.338,19.291
09/30/2018 14:42:38,2429FE0453653A85,1,1,1,2.0,99359,19.18,44.468,19.248
09/30/2018 14:42:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:43:31,2429FE0453653A85,1,1,1,2.0,99367,19.13,44.521,19.195
09/30/2018 14:43:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:44:24,2429FE0453653A85,1,1,1,2.0,99361,19.09,44.567,19.173
09/30/2018 14:44:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:45:17,2429FE0453653A85,1,1,1,2.0,99372,19.09,44.643,19.120
09/30/2018 14:45:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:46:10,2429FE0453653A85,1,1,1,2.0,99368,19.01,44.712,19.109
09/30/2018 14:46:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:47:04,2429FE0453653A85,1,1,1,2.0,99363,19.00,44.758,19.098
09/30/2018 14:47:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:47:57,2429FE0453653A85,1,1,1,2.0,99371,19.01,44.788,19.077
09/30/2018 14:48:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:48:50,2429FE0453653A85,1,1,1,2.0,99365,18.96,44.773,19.055
09/30/2018 14:49:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:49:43,2429FE0453653A85,1,1,1,2.0,99378,18.95,44.804,19.034
09/30/2018 14:50:36,2429FE0453653A85,1,1,1,2.0,99375,18.94,44.849,18.991
09/30/2018 14:50:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:51:29,2429FE0453653A85,1,1,1,2.0,99386,18.89,44.872,18.980
09/30/2018 14:51:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:52:22,2429FE0453653A85,1,1,1,2.0,99372,18.86,44.834,19.002
09/30/2018 14:52:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:53:16,2429FE0453653A85,1,1,1,2.0,99375,18.88,44.804,18.969
09/30/2018 14:53:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:54:09,2429FE0453653A85,1,1,1,2.0,99371,18.85,44.788,18.980
09/30/2018 14:54:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:55:02,2429FE0453653A85,1,1,1,2.0,99369,18.86,44.750,18.969
09/30/2018 14:55:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:55:55,2429FE0453653A85,1,1,1,2.0,99372,18.87,44.758,18.948
09/30/2018 14:56:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:56:48,2429FE0453653A85,1,1,1,2.0,99372,18.85,44.712,18.959
09/30/2018 14:57:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:57:41,2429FE0453653A85,1,1,1,2.0,99361,18.85,44.697,18.948
09/30/2018 14:58:35,2429FE0453653A85,1,1,1,2.0,99369,18.83,44.704,18.948
09/30/2018 14:58:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 14:59:28,2429FE0453653A85,1,1,1,2.0,99366,18.85,44.659,18.948
09/30/2018 14:59:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 15:00:21,2429FE0453653A85,1,1,1,2.0,99366,18.84,44.651,18.916
09/30/2018 15:00:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 15:01:14,2429FE0453653A85,1,1,1,2.0,99372,18.85,44.621,18.937
09/30/2018 15:01:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
09/30/2018 15:02:07,2429FE0453653A85,1,1,1,2.0,99361,18.84,44.590,18.927
09/30/2018 15:02:40,208AB500501A4A0B,0,0,0,0.0,0,0.00,0.000,0.000
