1,PA0,Bidirectional
2,IOVDD_0,Power
3,PC0,Bidirectional
4,PC1,Bidirectional
5,PB7,Bidirectional
6,PB8,Bidirectional
7,*Reset,Input
8,PB11,Bidirectional
9,AVDD_2,Power
10,PB13,Bidirectional
11,PB14,Bidirectional
12,AVDD_0,Power
13,PD6,Bidirectional
14,PD7,Bidirectional
15,VDD_DREG,Power
16,DECOUPLE,Power
17,PC14,Bidirectional
18,PC15,Bidirectional
19,PF0,Bidirectional
20,PF1,Bidirectional
21,PF2,Bidirectional
22,IOVDD_5,Power
23,PE12,Bidirectional
24,PE13,Bidirectional
25,VSS,Ground
